location,year,Health_Cost_of_GDP,Health_Cost,GDP,GNI,Number,Percent,Rate
Japan,1990,NA,NA,19570.54854,2435060000000,241522.86777910896,0.29773599739807177,191.88791981992162
Argentina,1990,NA,NA,7191.10509,224272000000,56195.93261916873,0.22313553836425631,169.66998089417945
China,1990,NA,NA,981.8745585,1117590000000,1457221.875997313,0.1744599416812886,123.10923870925328
Mongolia,1990,NA,NA,3344.44522,7180362669,2918.7357284643836,0.14125922601822685,135.52333883961657
South Africa,1990,NA,NA,6416.79111,227420000000,27613.51142964621,0.09397747497626871,74.97670372474076
Canada,1990,NA,NA,NA,NA,53415.88396833699,0.28058754901580435,195.9722289685859
Kenya,1990,NA,NA,1475.529788,34004786253,6879.551862185681,0.03564518987614936,29.661593748899183
Brazil,1990,NA,NA,NA,NA,117343.6222015441,0.1192586254112122,78.84114203801458
Egypt,1990,NA,NA,3711.12162,202965000000,23551.86212261469,0.05063700665751276,42.284929811734315
Mexico,1990,NA,NA,8081.835772,660402000000,46808.49676103191,0.10626917225092683,54.75466115261217
Finland,1990,NA,NA,18102.29572,88712468951,10248.596356899527,0.20766803883982404,204.55687245786223
United Kingdom,1990,NA,NA,16991.5821,991196000000,168423.74767666098,0.2641162480478256,293.0473648013802
United States of America,1990,NA,NA,23888.60001,5902290000000,533586.9401896982,0.2502221502439934,210.400317598638
Australia,1990,NA,NA,17331.02529,285303000000,31053.72230568468,0.26391106791631763,184.18313166118264
India,1990,NA,NA,1200.902462,1034990000000,375900.69852625026,0.045417803193866416,43.93490079336028
United States of America,1995,NA,NA,28690.8757,7574690000000,576091.7655444494,0.24977989209510504,215.59386731417186
Iran,1990,NA,NA,7197.185958,405507000000,26599.076867317137,0.07451664408221571,45.43738162072726
Germany,1990,NA,NA,19415.9836,1558980000000,200841.78455188248,0.2225207316556584,251.23655647269308
Zambia,1990,NA,NA,1474.776388,10842442196,4626.22183748723,0.04057281849373153,58.24265371499034
Mongolia,1995,NA,NA,3127.477063,7054317796,3295.3487429587876,0.1509006664555582,141.8465571270995
Brazil,1995,NA,NA,NA,NA,136658.7230570611,0.13515243430794113,84.61197026545013
Australia,1995,NA,NA,20876.65666,364256000000,34468.582326228796,0.2782990103260939,192.67594321326692
United Kingdom,1995,NA,NA,20504.93855,1154410000000,167722.52429007852,0.26629797580997977,287.61259650671195
Sudan,1990,NA,NA,1130.580248,26635189024,8372.418980327819,0.032930937362423744,41.45019440328443
Finland,1995,NA,NA,19539.53346,96886149558,10492.188008241397,0.21458402415720582,204.8636580899753
India,1995,NA,NA,1573.332562,1499610000000,422552.6102931673,0.051724799933846884,44.97528988595147
South Africa,1995,NA,NA,6711.594666,272958000000,35006.91384391884,0.09820573923791225,85.03939940247453
Egypt,1995,NA,NA,4461.845397,279635000000,26605.378598657673,0.062065815320202666,43.41357214677178
Mexico,1995,NA,NA,8482.6126,748698000000,54179.880556241405,0.11959581044726991,57.70744969895848
Canada,1995,NA,NA,NA,NA,58906.7651301039,0.28401669110052935,202.87002235299025
Iran,1995,NA,NA,8772.380298,536255000000,29222.920270408693,0.09856472872648445,47.56482499855621
Zambia,1995,NA,NA,1450.69643,12357554570,5351.51798983023,0.03603744279755121,60.453053578267294
Japan,1995,NA,NA,23817.71619,2961900000000,284495.9105299264,0.31349381252543673,222.85019307499851
Germany,1995,NA,NA,23507.69054,1917430000000,211384.04029861116,0.2430184908809577,258.5111726883713
Kenya,1995,NA,NA,1539.749283,41741567404,8157.287983033919,0.03068149814313134,30.222059991399842
China,1995,NA,NA,1861.388294,2206750000000,1620663.193091395,0.19316113388365336,129.65108553799624
Argentina,1995,NA,NA,9963.360902,340727000000,60856.35972552285,0.23291568187713765,173.8981838774377
Sudan,1995,NA,NA,1436.815862,39185064664,9507.911231189582,0.03710469448157097,39.91297654569773
United Kingdom,2000,7.28434992,2054.18042,26421.01179,1561860000000,164399.7455291754,0.2710386218574161,276.0342342114118
Zambia,2005,6.86332226,48.21477509,2185.944181,23952035539,6253.687396645477,0.0384994333229452,54.55561808388425
Germany,2000,9.8881979,2344.354736,27210.87226,2224460000000,241632.84321708386,0.2892568926774422,293.5405984949972
Sudan,2000,3.60664463,15.23164654,1824.609584,58212531349,10334.99886978371,0.04102068460370105,37.93034021247673
Mongolia,2000,4.87263823,27.00856018,3729.2515,8899686950,3423.101303785713,0.16373954681727196,139.73558930697703
Mexico,2000,4.44912481,318.4615173,11089.81343,1073240000000,60420.2281653841,0.1334915338335464,59.71625149332941
Kenya,2000,4.63926125,20.51720238,1617.534955,51242963036,9959.498981324965,0.030552286907666707,32.0576661984398
Mexico,2005,5.83612156,483.0953674,12657.63767,1313760000000,69298.68062399178,0.13927907176745352,64.21280267712854
Canada,2000,8.27567863,2007.880859,29362.94525,877389000000,62940.648359363026,0.29335472725865697,207.70482304508982
Japan,2000,7.15091324,2740.674805,27282.60244,3452930000000,320720.92468972056,0.330985757504669,248.56124120958447
Zambia,2000,7.15237093,24.72463989,1644.919753,16390516773,5758.158775024392,0.03423728119004828,58.151586628545004
Argentina,2000,8.46696377,708.7695313,11618.79323,417017000000,67042.73410339301,0.2391090899299347,182.14472650965547
United States of America,2000,12.54207516,4564.455078,36334.90878,10383700000000,595483.3680925256,0.2493266512898433,212.1560546021654
Brazil,2000,NA,NA,NA,NA,162222.49328763373,0.1545961614213774,93.10127961013973
Finland,2000,7.09253168,1722.832642,26796.36034,137839000000,10776.397300339191,0.2188676950301223,207.65370397476346
Australia,2000,7.61383343,1638.814941,26321.44645,489577000000,36507.65793942929,0.2861152367492463,193.3110397492272
India,2000,4.03493309,18.50239372,2095.647006,2190690000000,498488.30271480005,0.05834370888005331,48.303354633367796
Iran,2000,4.73503828,80.85904694,10300.53186,677176000000,32464.25113794968,0.10473043126383089,48.22969963549923
United Kingdom,2005,8.53398705,3599.934082,32592.51454,1995250000000,164065.09098926254,0.28655348201303704,268.08075100406774
Egypt,2000,4.92244291,73.65684509,5794.125257,400684000000,30512.336019095143,0.0739280896269132,45.07314204986317
China,2000,4.47341394,42.11240387,2920.560791,3642990000000,1864707.2091929438,0.2154547151326402,143.3887432943932
South Africa,2000,7.43741989,225.5343323,7714.907526,338848000000,45879.76819855681,0.08043741660580075,100.88879945701777
Germany,2005,10.31149673,3558.198242,31794.09601,2643690000000,259893.29654470822,0.3129991478556629,315.3020770875093
Kenya,2005,5.31436777,30.47352028,1889.787782,69193318827,13178.312642935214,0.038602900157884215,37.00788085502498
Canada,2005,9.06438637,3296.501465,36327.22865,1147390000000,68765.81141382104,0.3065245893499924,216.6264714419313
Iran,2005,5.30572176,174.8438721,13745.92042,957212000000,38187.4156109441,0.11654903789095541,53.00382152695986
Argentina,2005,7.61078882,392.5887451,13568.76921,467760000000,70397.98437028135,0.24286969207841932,181.11481291161138
China,2005,4.14221525,71.86441803,5053.945798,6542500000000,2110664.160569216,0.2289925781899381,157.98039031545966
Japan,2005,7.78066874,2883.300049,32169.86749,4133440000000,358278.32025241887,0.33227675517036387,275.92030776286595
Finland,2005,8.28795624,3228.952148,32051.794,168848000000,11420.942068010176,0.23593348347984944,216.96429805870108
Mongolia,2005,3.7552557,37.50867462,5424.230118,13422679812,3724.7959628541375,0.18115013212433925,143.46983391417479
Brazil,2005,NA,NA,NA,NA,185910.11625697796,0.16715634461210438,99.67650888747968
India,2005,3.79116249,27.66702271,2953.109259,3364650000000,550410.2404810694,0.06544408020084785,48.67306135920337
Australia,2005,7.99008226,3013.087646,32575.06925,639680000000,39139.07977322011,0.29903225763280533,194.89610445320045
South Africa,2005,6.70575714,361.0133362,9790.638471,459795000000,46088.997298533075,0.0632620660343093,95.07384569554101
United States of America,2005,14.60567665,6454.683105,44114.74778,13167300000000,608327.8845572578,0.2490996551767883,206.38308910958347
Egypt,2005,4.92229176,63.86014175,7033.918922,529722000000,38163.41383201517,0.08352721909827425,50.710147104983044
Japan,2010,9.15677357,4060.490967,35348.97268,4596530000000,390730.3490031136,0.32683456331908123,300.45230365729907
Sudan,2005,4.09418106,40.80571747,2422.966974,88320710613,11709.176610105711,0.04980837221942246,38.85716014923638
China,2010,4.2079916,186.4915009,9253.765188,12325800000000,2262426.9936341695,0.23798292759410497,165.80235594288848
Kenya,2010,6.11675072,58.21165848,2311.976436,96815313091,17121.184958810034,0.05526248062283583,42.0853576155217
Mongolia,2010,3.73945689,98.84479523,7581.546671,18957879258,4399.211849783156,0.20469755026765557,155.39781600029636
Brazil,2010,NA,NA,NA,NA,213580.9329650435,0.17476813797861254,107.69016323147682
Mexico,2010,5.97513008,553.9777832,15260.62082,1720420000000,78441.76516161776,0.1379669386914515,68.56253752513804
Canada,2010,10.6837883,5048.309082,40114.18959,1337120000000,75277.9383384299,0.3220436376902357,224.16505736280985
Egypt,2010,4.15319157,113.2481995,9522.509163,772387000000,46081.567215516596,0.09338676446621617,55.00598799942012
Zambia,2010,3.71929598,55.3928299,3178.87233,40342714903,7214.090811373204,0.05421794992074975,52.968148020924104
India,2010,3.27211905,45.12977219,4236.744348,5173300000000,655270.2338518851,0.0758355979200877,53.2153076538562
South Africa,2010,7.41535425,543.4412842,11721.55437,587541000000,49965.87181994808,0.07698960679542619,98.49860060949587
United States of America,2010,16.34537888,7930.151367,48466.6576,15127800000000,639574.7068868752,0.2584500929385865,207.00674523237757
Australia,2010,8.4308424,4945.038086,39301.34112,832240000000,43375.45787065886,0.308915247244233,200.85215028153
United Kingdom,2010,9.98915195,3955.451416,36464.48257,2290360000000,168713.28590801498,0.30203249778897384,265.3680231307556
Argentina,2010,9.44546413,985.0344238,18061.93436,711419000000,74065.61070651628,0.23939936419203764,180.07338619237274
Finland,2010,9.14202785,4249.602051,38986.21596,211802000000,12470.362619345306,0.24787823375919155,231.69883229420992
Iran,2010,6.75473118,445.6636353,17388.89561,1282860000000,46638.02792850502,0.13528352629564613,60.90062869069854
Germany,2010,11.0968647,4611.810547,38982.4263,3251810000000,256325.38275280516,0.303170926170223,313.8985653410334
Brazil,2015,NA,NA,NA,NA,240576.92098600703,0.18232556276511125,115.01473591739155
Sudan,2010,5.05810213,93.45315552,3289.437945,143429000000,13111.558538691259,0.05969846330340307,38.9635427238313
Zambia,2015,4.43510246,59.33764267,3430.400287,53416507707,8353.75010741039,0.06698136103955882,51.814303816824676
Finland,2015,9.64523888,4127.149902,42497.70498,235158000000,13489.58372372512,0.25822770856960414,245.50703738889885
Australia,2015,9.32331181,4860.37207,46288.33448,1079870000000,47715.761399901916,0.30915000093049744,204.9697686808796
United Kingdom,2015,9.9043521900000009,4472.521484,42567.5918,2707890000000,181598.19103702862,0.3092145449826829,276.13708187234585
Japan,2015,10.88550663,3733.376465,40898.80697,5332300000000,416109.4045129558,0.32252071070152416,322.0047891546891
Egypt,2015,5.33657265,183.4326172,11512.40214,1045820000000,52776.73594603669,0.09677848608364865,57.00689501178329
China,2015,4.8887229,390.1040955,12978.76891,17729500000000,2410940.698636215,0.24572946228187692,172.88056366633054
Mexico,2015,5.79708719,556.8665772,18301.50047,2172590000000,91105.10413691126,0.14035640290541232,75.59125451800199
Mongolia,2015,4.23834133,166.0827789,10767.15474,29636387676,4982.470392725026,0.22834532563376103,158.4451909371161
India,2015,3.59565997,58.91690063,5464.859178,7076730000000,799183.6547620726,0.08909936037466695,60.33333950255593
Canada,2015,10.68328094,4615.64209,44670.08054,1570420000000,82596.45624419763,0.32364974984647793,233.62032624126357
South Africa,2015,8.20090294,469.9882507,12552.33967,677999000000,54889.000541110894,0.09787214657628944,102.6904146224357
Iran,2015,7.76057911,379.2756348,13588.46881,1069290000000,59119.18307935519,0.15830998636014976,72.9877542633517
Kenya,2015,5.21938848,69.77667999,3361.977137,158922000000,19921.98131292941,0.06712339120489724,43.315425585944915
Germany,2015,11.17801952,4622.206543,47609.781,3977710000000,256740.70101581223,0.2807821541676787,309.622334492072
Argentina,2015,10.22933769,1531.484253,20105.19899,849528000000,77879.98094460688,0.23513654280405627,179.18940557086736
Egypt,2019,NA,NA,12260.72054,1186120000000,57810.37853136709,0.1028694975000164,58.353326374939094
United Kingdom,2019,NA,NA,48513.4975,3182900000000,193721.4818738332,0.3115413726053459,288.18832765066975
Sudan,2015,7.18615294,158.8953095,4379.624138,168019000000,15100.152330127416,0.07223052695455548,40.41479742962525
Zambia,2019,NA,NA,3617.213056,63496830178,9767.51757588348,0.07906092414125926,53.55679092237275
United States of America,2015,16.71075249,9491.09082,56863.3715,18696000000000,691108.4111971878,0.25544714262893997,215.53714477752845
Finland,2019,NA,NA,51521.33482,285919000000,14337.09455784199,0.2554936966379569,259.06847477052753
Japan,2019,NA,NA,42896.33109,5525330000000,437745.5250940664,0.31267112201050834,342.5549478497883
China,2019,NA,NA,16772.84317,23388100000000,2711894.9792648745,0.2544011089555267,190.66292923573639
Iran,2019,NA,NA,12913.16284,1071500000000,66679.78609513422,0.1704895722345015,79.1001913691074
India,2019,NA,NA,6997.863988,9471270000000,929554.7579735444,0.0989360541128543,66.84044731465202
United States of America,2019,NA,NA,65279.52903,21690000000000,763146.2348223941,0.2590043497790934,232.68162389549715
Mongolia,2019,NA,NA,12837.66772,36753490498,5957.9126048569615,0.23955047583756583,175.87470995599497
South Africa,2019,NA,NA,13009.66863,740344000000,54573.586992548364,0.10461740519963077,98.17437256354246
Kenya,2019,NA,NA,4512.981897,232483000000,23224.784181685412,0.07898299895992057,46.2389872777498
Brazil,2019,NA,NA,NA,NA,264602.6080211807,0.1875272955629743,122.12532507342611
Mexico,2019,NA,NA,20447.88507,2533610000000,105590.8214039832,0.1429647510952164,84.51310526551812
Germany,2019,NA,NA,56284.98052,4770420000000,270525.45571318705,0.28182896889111997,318.58736813166706
Argentina,2019,NA,NA,22996.98552,992075000000,84669.0039029978,0.24273047817160875,187.67254847765133
Sudan,2019,NA,NA,4362.609427,177391000000,17067.794524586054,0.08428789711838888,41.824193391267286
Canada,2019,NA,NA,50660.57779,1880090000000,91934.8909058331,0.3190022201191601,251.7395755834536
Australia,2019,NA,NA,52203.13229,1281930000000,52826.17888046281,0.3091885723111943,215.01927243770163
